1,2,3,4,5,6,11,22,33,44,55,66,111,222,333,444,555,666,1111,2222,3333,4444,5555,6666,10,20,30,40,50,60
0.0,0.0,0.0,20.0,14.0,16.0,14.0,50.0,21.0,75.0,14.0,23.0,16.0,50.0,24.0,100.0,52.0,68.0,100.0,50.0,66.0,100.0,90.0,94.0,100.0,50.0,66.0,100.0,80.0,88.0
0.0,0.0,0.0,20.0,14.0,16.0,0.0,0.0,0.0,9.0,14.0,10.0,0.0,0.0,0.0,25.0,38.0,30.0,0.0,0.0,0.0,25.0,38.0,30.0,0.0,0.0,0.0,15.0,14.0,14.0
0.0,0.0,0.0,20.0,14.0,16.0,16.0,50.0,24.0,66.0,28.0,39.0,0.0,0.0,0.0,75.0,28.0,40.0,0.0,0.0,0.0,100.0,28.0,43.0,0.0,0.0,0.0,100.0,19.0,31.0
0.0,0.0,0.0,100.0,38.0,55.0,0.0,0.0,0.0,100.0,38.0,55.0,0.0,0.0,0.0,100.0,76.0,86.0,100.0,50.0,66.0,100.0,100.0,100.0,100.0,50.0,66.0,100.0,80.0,88.0
0.0,0.0,0.0,100.0,38.0,55.0,0.0,0.0,0.0,100.0,38.0,55.0,0.0,0.0,0.0,66.0,47.0,54.0,0.0,0.0,0.0,54.0,28.0,36.0,0.0,0.0,0.0,15.0,14.0,14.0
0.0,0.0,0.0,100.0,38.0,55.0,0.0,0.0,0.0,100.0,38.0,55.0,0.0,0.0,0.0,100.0,38.0,55.0,0.0,0.0,0.0,100.0,38.0,55.0,0.0,0.0,0.0,100.0,19.0,31.0
0.0,0.0,0.0,44.0,38.0,40.0,0.0,0.0,0.0,83.0,71.0,76.0,0.0,0.0,0.0,100.0,76.0,86.0,100.0,50.0,66.0,100.0,100.0,100.0,100.0,50.0,66.0,100.0,80.0,88.0
0.0,0.0,0.0,44.0,38.0,40.0,0.0,0.0,0.0,46.0,28.0,34.0,0.0,0.0,0.0,35.0,28.0,31.0,0.0,0.0,0.0,21.0,33.0,25.0,0.0,0.0,0.0,15.0,14.0,14.0
0.0,0.0,0.0,44.0,38.0,40.0,0.0,0.0,0.0,50.0,38.0,43.0,0.0,0.0,0.0,88.0,38.0,53.0,0.0,0.0,0.0,100.0,38.0,55.0,0.0,0.0,0.0,100.0,19.0,31.0
